HID_STRG,FROM,TO,OLDLITH,DRILLLOG,COMMENTS,LITH_1,Lith_grouped,Lith_select 
CS94-125-SnipDbs,49.2,185.8,,,,GW,Greywacke,
CS94-125-SnipDbs,185.8,220.4,,,,Tuff,Tuffs,
CS94-125-SnipDbs,220.4,229.6,,,,Frag,Greywacke,
CS94-125-SnipDbs,229.6,240.2,,,,Tuff,Tuffs,
CS94-125-SnipDbs,240.2,244.0,,,,Frag,Greywacke,
CS94-125-SnipDbs,244.0,268.6,,,,Tuff,Tuffs,
CS94-125-SnipDbs,268.6,307.5,,,,Frag,Greywacke,
CS94-125-SnipDbs,307.5,317.6,,,,Tuff,Tuffs,
CS94-125-SnipDbs,317.6,404.0,,,,GW,Greywacke,
CS94-126,3.0,64.2,,,,GW,Greywacke,Greywacke
CS94-126,64.2,78.2,,,,Frag,Greywacke,Greywacke
CS94-126,78.2,254.4,,,,GW,Greywacke,Greywacke
CS94-126,254.4,258.9,,,,Tuff,Tuffs,Tuffs
CS94-126,258.9,297.2,,,,GW,Greywacke,Greywacke
CS94-126,297.2,316.6,,,,Tuff,Tuffs,Tuffs
CS94-126,316.6,317.9,,,,GW,Greywacke,Greywacke
CS94-126,317.9,320.5,,,,Tuff,Tuffs,Tuffs
CS94-126,320.5,342.9,,,,GW,Greywacke,Greywacke
CS94-126,342.9,425.3,,,,Silt,Greywacke,Greywacke
CS94-126-SnipDbs,3.0,64.2,,,,GW,Greywacke,
CS94-126-SnipDbs,64.2,78.2,,,,Frag,Greywacke,
CS94-126-SnipDbs,78.2,254.4,,,,GW,Greywacke,
CS94-126-SnipDbs,254.4,258.9,,,,Tuff,Tuffs,
CS94-126-SnipDbs,258.9,297.2,,,,GW,Greywacke,
CS94-126-SnipDbs,297.2,316.6,,,,Tuff,Tuffs,
CS94-126-SnipDbs,316.6,317.9,,,,GW,Greywacke,
CS94-126-SnipDbs,317.9,320.5,,,,Tuff,Tuffs,
CS94-126-SnipDbs,320.5,342.9,,,,GW,Greywacke,
CS94-126-SnipDbs,342.9,425.3,,,,Silt,Greywacke,
CS94-127,4.6,144.8,,,,GW,Greywacke,Greywacke
CS94-127,144.8,192.1,,,,GW,Greywacke,Greywacke
CS94-127,192.1,461.9,,,,Silt,Greywacke,Greywacke
CS94-127-SnipDbs,4.6,144.8,,,,GW,Greywacke,
CS94-127-SnipDbs,144.8,192.1,,,,GW,Greywacke,
CS94-127-SnipDbs,192.1,461.9,,,,Silt,Greywacke,
CS94-128,8.0,12.0,,,,GW,Greywacke,
CS94-128,12.0,37.4,,,,Frag,Greywacke,
CS94-128,37.4,56.4,,,,GW,Greywacke,
CS94-128,56.4,57.0,,,,GW Silt,Greywacke,
CS94-128,57.0,61.7,,,,GW,Greywacke,
CS94-128,61.7,71.1,,,,Frag,Greywacke,
CS94-128,71.1,81.6,,,,GW,Greywacke,
CS94-128,81.6,82.8,,,,GW Frag,,
CS94-128,82.8,85.3,,,,GW,Greywacke,
CS94-128,85.3,86.7,,,,GW Silt,Greywacke,
CS94-128,86.7,88.8,,,,GW Frag,,
CS94-128,88.8,110.2,,,,GW,Greywacke,
CS94-128,110.2,115.4,,,,Silt,Greywacke,
CS94-128,115.4,120.6,,,,GW,Greywacke,
CS94-128,120.6,133.8,,,,Silt,Greywacke,
CS94-128,133.8,151.3,,,,GW,Greywacke,
CS94-128,151.3,152.7,,,,GW Silt,Greywacke,
CS94-128,152.7,188.1,,,,GW,Greywacke,
CS94-128,188.1,215.2,,,,Silt,Greywacke,
CS94-128,215.2,249.4,,,,GW,Greywacke,
CS94-129,0.0,141.5,,,,GW,Greywacke,Greywacke
CS94-129,141.5,148.9,,,,Frag,Greywacke,Greywacke
CS94-129,148.9,209.7,,,,GW,Greywacke,Greywacke
CS94-129,209.7,248.2,,,,Frag,Greywacke,Greywacke
CS94-129,248.2,368.1,,,,GW,Greywacke,Greywacke
CS94-129,368.1,382.6,,,,Silt,Greywacke,Greywacke
CS94-129-SnipDbs,0.0,141.5,,,,GW,Greywacke,
CS94-129-SnipDbs,141.5,148.9,,,,Frag,Greywacke,
CS94-129-SnipDbs,148.9,209.7,,,,GW,Greywacke,
CS94-129-SnipDbs,209.7,248.2,,,,Frag,Greywacke,
CS94-129-SnipDbs,248.2,368.1,,,,GW,Greywacke,
CS94-129-SnipDbs,368.1,382.6,,,,Silt,Greywacke,
CS94-13,192.7,482.0,,,,GW,Greywacke,
CS94-130,0.0,36.5,,,,GW,Greywacke,Greywacke
CS94-130,36.5,37.5,,,,Dyke,Dykes,Dykes
CS94-130,37.5,48.8,,,,GW,Greywacke,Greywacke
CS94-130,48.8,49.15,,,,Dyke,Dykes,Dykes
CS94-130,49.15,162.1,,,,GW,Greywacke,Greywacke
CS94-130,162.1,233.2,,,,Silt,Greywacke,Greywacke
CS94-130-SnipDbs,0.0,36.5,,,,GW,Greywacke,
CS94-130-SnipDbs,36.5,37.5,,,,Dyke,Dykes,
CS94-130-SnipDbs,37.5,48.8,,,,GW,Greywacke,
CS94-130-SnipDbs,48.8,49.15,,,,Dyke,Dykes,
CS94-130-SnipDbs,49.15,162.1,,,,GW,Greywacke,
CS94-130-SnipDbs,162.1,233.2,,,,Silt,Greywacke,
CS94-131,1.5,25.1,,,,GW,Greywacke,
CS94-131,25.1,117.4,,,,Silt,Greywacke,
CS94-131,117.4,289.4,,,,GW,Greywacke,
CS94-131,289.4,292.1,,,,GW Frag,,
CS94-131,292.1,292.3,,,,GW Dyke,,
CS94-131,292.3,356.1,,,,GW,Greywacke,
CS94-132,4.6,73.4,,,,Frag,Greywacke,
CS94-132,73.4,78.0,,,,Silt,Greywacke,
CS94-132,78.0,90.2,,,,GW,Greywacke,
CS94-132,90.2,139.6,,,,Frag,Greywacke,
CS94-132,139.6,296.7,,,,Vfrg,,
CS94-132,296.7,318.3,,,,GW,Greywacke,
CS94-132,318.3,346.9,,,,GW,Greywacke,
CS94-132,346.9,423.0,,,,GW,Greywacke,
CS94-133,4.6,37.6,,,,Frag,Greywacke,
CS94-133,37.6,161.2,,,,GW,Greywacke,
CS94-133,161.2,188.7,,,,Tuff,Tuffs,
CS94-133,188.7,288.1,,,,GW,Greywacke,
CS94-133,288.1,306.4,,,,Vfrg,,
CS94-133,306.4,315.2,,,,GW,Greywacke,
CS94-133,315.2,353.1,,,,Tuff,Tuffs,
CS94-133,353.1,359.7,,,,Frag,Greywacke,
CS94-133,359.7,360.8,,,,Frag GW,,
CS94-133,360.8,370.5,,,,Frag,Greywacke,
CS94-133,370.5,374.5,,,,Lamp,Dykes,
CS94-133,374.5,381.8,,,,Frag,Greywacke,
CS94-133,381.8,467.5,,,,GW,Greywacke,
CS94-133,467.5,554.4,,,,Frag,Greywacke,
CS94-134,4.6,29.0,,,,Frag,Greywacke,
CS94-134,29.0,131.8,,,,GW,Greywacke,
CS94-134,131.8,198.9,,,,Tuff,Tuffs,
CS94-134,198.9,225.9,,,,GW,Greywacke,
CS94-134,225.9,284.1,,,,Frag,Greywacke,
CS94-134,284.1,349.1,,,,GW,Greywacke,
CS94-135,3.0,10.0,,,,GW,Greywacke,
CS94-135,10.0,13.1,,,,Frag,Greywacke,
CS94-135,13.1,14.8,,,,GW,Greywacke,
CS94-135,14.8,18.6,,,,Frag,Greywacke,
CS94-135,18.6,20.4,,,,GW,Greywacke,
CS94-135,20.4,49.1,,,,Frag,Greywacke,
CS94-135,49.1,57.3,,,,GW,Greywacke,
CS94-135,57.3,60.7,,,,Frag,Greywacke,
CS94-135,60.7,71.0,,,,GW,Greywacke,
CS94-135,71.0,122.7,,,,Frag,Greywacke,
CS94-135,122.7,126.5,,,,GW,Greywacke,
CS94-135,126.5,134.3,,,,Frag,Greywacke,
CS94-135,134.3,136.0,,,,BSU,,
CS94-135,136.0,140.5,,,,GW,Greywacke,
CS94-135,140.5,147.3,,,,Frag,Greywacke,
CS94-135,147.3,162.0,,,,GW,Greywacke,
CS94-135,162.0,182.4,,,,GW,Greywacke,
CS94-135,182.4,194.5,,,,GW,Greywacke,
CS94-136,3.0,21.1,,,,GW,Greywacke,
CS94-136,21.1,43.6,,,,Frag,Greywacke,
CS94-136,43.6,45.6,,,,CMC,,
CS94-136,45.6,46.6,,,,GW,Greywacke,
CS94-136,46.6,69.3,,,,Frag,Greywacke,
CS94-136,69.3,78.4,,,,GW,Greywacke,
CS94-136,78.4,84.0,,,,Frag,Greywacke,
CS94-136,84.0,95.6,,,,GW,Greywacke,
CS94-136,95.6,98.5,,,,Twin,,
CS94-136,98.5,99.9,,,,BSU,,
CS94-136,99.9,101.9,,,,GW,Greywacke,
CS94-136,101.9,110.3,,,,Frag,Greywacke,
CS94-136,110.3,114.1,,,,GW,Greywacke,
CS94-136,114.1,115.0,,,,BSU,,
CS94-136,115.0,121.8,,,,GW,Greywacke,
CS94-136,121.8,133.7,,,,Frag,Greywacke,
CS94-136,133.7,157.5,,,,GW,Greywacke,
CS94-136,157.5,186.1,,,,GW,Greywacke,
CS94-136,186.1,193.3,,,,GW,Greywacke,
CS94-137,0.0,30.3,,,,Frag,Greywacke,
CS94-137,30.3,60.5,,,,GW,Greywacke,
CS94-137,60.5,61.5,,,,Twin,,
CS94-137,61.5,62.4,,,,GW,Greywacke,
CS94-137,62.4,62.9,,,,BSU,,
CS94-137,62.9,63.3,,,,Twin,,
CS94-137,63.3,90.9,,,,GW,Greywacke,
CS94-138,0.0,5.4,,,,GW,Greywacke,
CS94-138,5.4,7.5,,,,GW Dyke,,
CS94-138,7.5,63.2,,,,GW,Greywacke,
CS94-138,63.2,64.2,,,,Twin,,
CS94-138,64.2,65.4,,,,GW,Greywacke,
CS94-138,65.4,66.05,,,,BSU,,
CS94-138,66.05,67.9,,,,GW,Greywacke,
CS94-138,67.9,68.7,,,,BSU,,
CS94-138,68.7,157.9,,,,GW,Greywacke,
CS94-139,0.0,18.5,,,,GW,Greywacke,
CS94-139,18.5,24.8,,,,Dyke,Dykes,
CS94-139,24.8,26.9,,,,GW,Greywacke,
CS94-139,26.9,27.3,,,,GW Dyke,,
CS94-139,27.3,75.3,,,,GW,Greywacke,
CS94-139,75.3,77.2,,,,Twin,,
CS94-139,77.2,80.5,,,,GW,Greywacke,
CS94-139,80.5,81.8,,,,BSU,,
CS94-139,81.8,89.8,,,,GW,Greywacke,
CS94-139,89.8,90.1,,,,GW BSU,Greywacke,
CS94-139,90.1,91.1,,,,GW,Greywacke,
CS94-14,7.6,145.6,,,,GW,Greywacke,
CS94-14,145.6,237.7,,,,Frag,Greywacke,
CS94-14,237.7,244.2,,,,GW,Greywacke,
CS94-14,244.2,252.0,,,,Frag,Greywacke,
CS94-14,252.0,304.3,,,,GW,Greywacke,
CS94-140,0.0,77.6,,,,GW,Greywacke,
CS94-140,77.6,78.2,,,,Vn,Veins,
CS94-140,78.2,78.4,,,,BSU,,
CS94-140,78.4,78.5,,,,Vn,Veins,
CS94-140,78.5,82.6,,,,GW,Greywacke,
CS94-140,82.6,84.3,,,,BSU,,
CS94-140,84.3,93.9,,,,GW,Greywacke,
CS94-141,0.0,81.1,,,,GW,Greywacke,
CS94-141,81.1,81.5,,,,Vn,Veins,
CS94-141,81.5,81.95,,,,BSU,,
CS94-141,81.95,82.25,,,,Vn,Veins,
CS94-141,82.25,84.2,,,,GW,Greywacke,
CS94-141,84.2,86.7,,,,BSU,,
CS94-141,86.7,86.9,,,,BSU GW,,
CS94-141,86.9,87.3,,,,BSU,,
CS94-141,87.3,93.9,,,,GW,Greywacke,
CS94-142,3.0,93.9,,,,GW,Greywacke,
CS94-142,93.9,95.3,,,,BSU,,
CS94-142,95.3,100.8,,,,GW,Greywacke,
CS94-142,100.8,101.5,,,,Vn,Veins,
CS94-142,101.5,110.7,,,,GW,Greywacke,
CS94-143,0.0,106.5,,,,GW,Greywacke,
CS94-143,106.5,108.6,,,,BSU,,
CS94-143,108.6,133.8,,,,GW,Greywacke,
CS94-144,4.6,80.0,,,,GW,Greywacke,
CS94-144,80.0,80.9,,,,BSU,,
CS94-144,80.9,84.8,,,,GW,Greywacke,
CS94-145,0.0,51.2,,,,GW,Greywacke,
CS94-145,51.2,59.8,,,,Silt,Greywacke,
CS94-145,59.8,61.1,,,,Dyke,Dykes,
CS94-145,61.1,64.0,,,,Silt,Greywacke,
CS94-145,64.0,77.2,,,,GW,Greywacke,
CS94-145,77.2,78.1,,,,BSU,,
CS94-145,78.1,90.9,,,,GW,Greywacke,
CS94-146,0.0,38.9,,,,GW,Greywacke,
CS94-146,38.9,39.0,,,,GW Goug,,
CS94-146,39.0,94.4,,,,GW,Greywacke,
CS94-146,94.4,97.0,,,,BSU,,
CS94-147,1.5,37.1,,,,GW,Greywacke,
CS94-147,37.1,43.5,,,,Silt,Greywacke,
CS94-147,43.5,106.1,,,,Frag,Greywacke,
CS94-148,6.5,43.3,,,,GW,Greywacke,
CS94-148,43.3,57.8,,,,Frag,Greywacke,
CS94-148,57.8,66.5,,,,GW,Greywacke,
CS94-149,7.6,60.7,,,,GW,Greywacke,
CS94-15,4.6,66.6,,,,GW,Greywacke,
CS94-15,66.6,156.5,,,,Silt,Greywacke,
CS94-15,156.5,203.4,,,,Sil,,
CS94-15,203.4,204.1,,,,Lamp,Dykes,
CS94-15,204.1,206.7,,,,GW,Greywacke,
CS94-150,3.0,61.0,,,,GW,Greywacke,
CS94-150,61.0,64.5,,,,Frag,Greywacke,
CS94-150,64.5,69.9,,,,GW,Greywacke,
CS94-150,69.9,70.1,,,,Lamp,Dykes,
CS94-150,70.1,104.4,,,,GW Mst,Greywacke,
CS94-150,104.4,140.6,,,,GW,Greywacke,
CS94-150,140.6,148.4,,,,Frag,Greywacke,
CS94-150,148.4,148.5,,,,Frag Lamp,,
CS94-150,148.5,150.0,,,,Frag,Greywacke,
CS94-150,150.0,150.1,,,,Frag Lamp,,
CS94-150,150.1,169.2,,,,Frag,Greywacke,
CS94-150,169.2,171.7,,,,Frag Lamp,,
CS94-150,171.7,220.9,,,,Frag,Greywacke,
CS94-150,220.9,221.5,,,,Frag Lamp,,
CS94-150,221.5,233.1,,,,Frag,Greywacke,
CS94-150,233.1,237.8,,,,Frag Lamp,,
CS94-150,237.8,303.7,,,,Frag,Greywacke,
CS94-150,303.7,313.9,,,,GW,Greywacke,
CS94-150,313.9,319.3,,,,Silt,Greywacke,
CS94-150,319.3,403.1,,,,Frag,Greywacke,
CS94-150,403.1,467.9,,,,Silt,Greywacke,
CS94-150,467.9,484.2,,,,Frag,Greywacke,
CS94-150,484.2,498.5,,,,GW,Greywacke,
CS94-151,19.8,102.8,,,,Silt GW,,
CS94-151,102.8,171.0,,,,Mst,Mudstone,
CS94-151,171.0,189.0,,,,GW,Greywacke,
CS94-151,189.0,196.6,,,,Bio,,
CS94-151,196.6,204.5,,,,Ser,,
CS94-151,204.5,209.0,,,,Bio,,
CS94-151,209.0,211.1,,,,Shr,Fault or shear,
CS94-151,211.1,211.3,,,,Vn,Veins,
CS94-151,211.3,212.6,,,,Shr,Fault or shear,
CS94-151,212.6,223.4,,,,Bio,,
CS94-151,223.4,223.45,,,,Flt,Fault or shear,
CS94-151,223.45,225.0,,,,Bio,,
CS94-151,225.0,226.8,,,,Chl,,
CS94-151,226.8,227.1,,,,Ser,,
CS94-151,227.1,229.0,,,,Chl,,
CS94-151,229.0,229.3,,,,Vn,Veins,
CS94-151,229.3,240.4,,,,Chl,,
CS94-151,240.4,240.5,,,,Shr,Fault or shear,
CS94-151,240.5,241.4,,,,Chl,,
CS94-151,241.4,244.4,,,,Flt,Fault or shear,
CS94-151,244.4,251.3,,,,Sil,,
CS94-151,251.3,256.15,,,,Chl,,
CS94-151,256.15,256.2,,,,Shr,Fault or shear,
CS94-151,256.2,258.0,,,,Chl,,
CS94-151,258.0,259.0,,,,Sil,,
CS94-151,259.0,260.2,,,,Chl,,
CS94-151,260.2,263.4,,,,Sil,,
CS94-151,263.4,265.7,,,,Chl,,
CS94-151,265.7,268.2,,,,Sil,,
CS94-151,268.2,269.5,,,,Chl,,
CS94-151,269.5,269.8,,,,Epid,,
CS94-151,269.8,285.3,,,,Vfrg,,
CS94-151,285.3,290.0,,,,GW,Greywacke,
CS94-151,290.0,290.2,,,,GW Dyke,,
CS94-151,290.2,291.5,,,,GW,Greywacke,
CS94-151,291.5,292.7,,,,GW Dyke,,
CS94-151,292.7,297.5,,,,GW,Greywacke,
CS94-151,297.5,298.0,,,,GW Dyke,,
CS94-151,298.0,298.2,,,,GW,Greywacke,
CS94-151,298.2,298.7,,,,GW Dyke,,
CS94-151,298.7,319.0,,,,GW,Greywacke,
CS94-151,319.0,358.7,,,,GW,Greywacke,
CS94-151,358.7,388.7,,,,Vfrg,,
CS94-151,388.7,459.8,,,,GW,Greywacke,
CS94-151,459.8,491.5,,,,Vfrg,,
CS94-151,491.5,537.0,,,,GW,Greywacke,
CS94-151,537.0,544.2,,,,GW,Greywacke,
CS94-152,4.7,160.4,,,,GW,Greywacke,
CS94-152,160.4,184.9,,,,Vfrg,,
CS94-152,184.9,225.6,,,,GW,Greywacke,
CS94-153,9.1,94.2,,,,GW,Greywacke,
CS94-153,94.2,120.7,,,,Vfrg,,
CS94-153,120.7,150.7,,,,GW,Greywacke,
CS94-153,150.7,169.4,,,,Frag,Greywacke,
CS94-153,169.4,212.2,,,,GW,Greywacke,
CS94-153,212.2,241.7,,,,Frag,Greywacke,
CS94-153,241.7,251.7,,,,GW,Greywacke,
CS94-153,251.7,303.7,,,,GW,Greywacke,
CS94-16,5.0,41.8,,,,GW,Greywacke,
CS94-16,41.8,68.2,,,,GW,Greywacke,
CS94-16,68.2,108.5,,,,GW,Greywacke,
CS94-16,108.5,120.8,,,,GW,Greywacke,
CS94-16,120.8,204.7,,,,GW,Greywacke,
CS94-16,204.7,246.1,,,,GW,Greywacke,
CS94-16,246.1,247.0,,,,GW Lamp,Greywacke,
CS94-16,247.0,301.2,,,,GW,Greywacke,
CS94-17,2.2,6.7,,,,Tuff,Tuffs,
CS94-17,6.7,8.7,,,,GW,Greywacke,
CS94-17,8.7,57.3,,,,Tuff,Tuffs,
CS94-17,57.3,60.3,,,,GW,Greywacke,
CS94-17,60.3,61.6,,,,Tuff,Tuffs,
CS94-17,61.6,78.6,,,,Frag,Greywacke,
CS94-17,78.6,117.3,,,,Tuff,Tuffs,
CS94-17,117.3,169.2,,,,Frag,Greywacke,
CS94-18,1.5,15.1,,,,Tuff,Tuffs,
CS94-18,15.1,37.3,,,,Frag,Greywacke,
CS94-18,37.3,50.6,,,,Tuff,Tuffs,
CS94-18,50.6,80.9,,,,GW,Greywacke,
CS94-18,80.9,115.8,,,,Tuff,Tuffs,
CS94-18,115.8,128.7,,,,Silt,Greywacke,
CS94-18,128.7,161.0,,,,GW,Greywacke,
CS94-19,6.1,86.0,,,,GW,Greywacke,Greywacke
CS94-20,6.8,63.7,,,,Silt Mst,Greywacke,Greywacke
CS94-20,63.7,104.5,,,,Silt,Greywacke,Greywacke
CS94-20,104.5,179.8,,,,GW Silt,Greywacke,Greywacke
CS94-20,179.8,215.0,,,,GW,Greywacke,Greywacke
CS94-20,215.0,221.1,,,,Silt,Greywacke,Greywacke
CS94-20,221.1,221.5,,,,GW,Greywacke,Greywacke
CS94-20,221.5,366.8,,,,GW,Greywacke,Greywacke
CS94-20,366.8,422.9,,,,Silt,Greywacke,Greywacke
CS95-21,2.4,4.9,,,,GW,Greywacke,
CS95-21,4.9,55.1,,,,GW,Greywacke,
CS95-21,55.1,141.6,,,,GW,Greywacke,
CS95-21,141.6,156.7,,,,GW Frag,,
CS95-21,156.7,614.6,,,,GW,Greywacke,
CS95-21,614.6,661.2,,,,GW Frag,,
CS95-21,661.2,704.7,,,,GW,Greywacke,
CS95-154,0.8,16.0,,,,Dio,,
CS95-154,16.0,32.9,,,,GW,Greywacke,
CS95-154,32.9,33.2,,,,Dio,,
CS95-154,33.2,51.4,,,,GW,Greywacke,
CS95-154,51.4,54.0,,,,Dyke,Dykes,
CS95-154,54.0,101.9,,,,GW,Greywacke,
CS95-154,101.9,123.5,,,,Dio,,
CS95-154,123.5,135.5,,,,GW,Greywacke,
CS95-154,135.5,151.8,,,,Dio,,
CS95-154,151.8,209.6,,,,Silt,Greywacke,
CS95-154,209.6,337.8,,,,Frag,Greywacke,
CS95-155,1.5,29.3,,,,Frag,Greywacke,
CS95-155,29.3,31.9,,,,Dyke,Dykes,
CS95-155,31.9,32.6,,,,Frag,Greywacke,
CS95-155,32.6,34.0,,,,Dyke,Dykes,
CS95-155,34.0,58.1,,,,Frag,Greywacke,
CS95-155,58.1,63.1,,,,Dio,,
CS95-155,63.1,93.4,,,,Frag,Greywacke,
CS95-155,93.4,95.7,,,,Dyke,Dykes,
CS95-155,95.7,98.5,,,,Frag,Greywacke,
CS95-155,98.5,112.7,,,,GW,Greywacke,
CS95-155,112.7,117.4,,,,Dio,,
CS95-155,117.4,126.7,,,,GW,Greywacke,
CS95-155,126.7,133.5,,,,Dio,,
CS95-155,133.5,138.8,,,,GW,Greywacke,
CS95-155,138.8,215.2,,,,Dio,,
CS95-155,215.2,237.1,,,,GW,Greywacke,
CS95-155,237.1,243.1,,,,Dio,,
CS95-155,243.1,282.3,,,,GW,Greywacke,
CS95-155,282.3,301.4,,,,Frag,Greywacke,
CS95-155,301.4,335.6,,,,GW,Greywacke,
CS95-155,335.6,353.0,,,,Frag,Greywacke,
CS95-156,1.0,25.6,,,,Frag,Greywacke,
CS95-156,25.6,33.7,,,,Dio,,
CS95-156,33.7,34.6,,,,Frag,Greywacke,
CS95-156,34.6,37.6,,,,Dio,,
CS95-156,37.6,40.4,,,,Frag,Greywacke,
CS95-156,40.4,42.5,,,,Dyke,Dykes,
CS95-156,42.5,43.7,,,,Frag,Greywacke,
CS95-156,43.7,46.7,,,,NotLogged,Unknown,
CS95-156,46.7,51.0,,,,Dyke,Dykes,
CS95-156,51.0,110.6,,,,Frag,Greywacke,
CS95-156,110.6,111.9,,,,Dyke,Dykes,
CS95-156,111.9,133.8,,,,Dio,,
CS95-156,133.8,209.8,,,,GW,Greywacke,
CS95-157,3.0,18.5,,,,Frag,Greywacke,
CS95-157,18.5,19.3,,,,Frag Dio,,
CS95-157,19.3,19.9,,,,Frag Frag,,
CS95-157,19.9,20.9,,,,Frag Dio,,
CS95-157,20.9,30.8,,,,Frag Frag,,
CS95-157,30.8,32.5,,,,Frag Lamp,,
CS95-157,32.5,51.4,,,,Frag Frag,,
CS95-157,51.4,51.45,,,,Frag Lamp,,
CS95-157,51.45,51.8,,,,Frag,Greywacke,
CS95-157,51.8,131.4,,,,Frag,Greywacke,
CS95-157,131.4,133.5,,,,Lamp,Dykes,
CS95-157,133.5,287.5,,,,GW,Greywacke,
CS95-157,287.5,296.3,,,,Dio,,
CS95-157,296.3,297.7,,,,Silt,Greywacke,
CS95-157,297.7,298.2,,,,Lamp,Dykes,
CS95-158,3.0,30.4,,,,Frag,Greywacke,
CS95-158,30.4,31.9,,,,Lamp,Dykes,
CS95-158,31.9,140.0,,,,Frag,Greywacke,
CS95-158,140.0,175.2,,,,Silt,Greywacke,
CS95-158,175.2,256.1,,,,GW,Greywacke,
CS95-158,256.1,257.2,,,,GW Dyke,,
CS95-158,257.2,313.4,,,,GW,Greywacke,
CS95-159,3.7,7.0,,,,Silt,Greywacke,
CS95-159,7.0,21.0,,,,Dio,,
CS95-159,21.0,33.6,,,,Silt,Greywacke,
CS95-159,33.6,45.5,,,,GW,Greywacke,
CS95-159,45.5,63.0,,,,Silt,Greywacke,
CS95-159,63.0,64.4,,,,Silt Dio,,
CS95-159,64.4,68.9,,,,Silt,Greywacke,
CS95-159,68.9,105.9,,,,GW,Greywacke,
CS95-159,105.9,115.6,,,,NotLogged,Unknown,
CS95-159,115.6,115.7,,,,Mag,,
CS95-159,115.7,116.0,,,,Flt,Fault or shear,
CS95-159,116.0,116.6,,,,NotLogged,Unknown,
CS95-159,116.6,116.7,,,,Flt,Fault or shear,
CS95-159,116.7,117.4,,,,Blch,,
CS95-159,117.4,157.9,,,,GW,Greywacke,
CS95-159,157.9,186.4,,,,Frag,Greywacke,
CS95-159,186.4,431.5,,,,GW,Greywacke,
CS95-159,431.5,435.4,,,,Lamp,Dykes,
CS95-159,435.4,474.5,,,,GW,Greywacke,
CS95-159,474.5,476.4,,,,Lamp,Dykes,
CS95-159,476.4,492.4,,,,GW,Greywacke,
CS95-159,492.4,498.6,,,,Lamp,Dykes,
CS95-159,498.6,523.0,,,,Frag,Greywacke,
CS95-159,523.0,544.2,,,,GW,Greywacke,
CS95-159,544.2,545.0,,,,Silt,Greywacke,
CS95-160,2.2,94.1,,,,GW,Greywacke,
CS95-160,94.1,179.6,,,,Frag,Greywacke,
CS95-160,179.6,180.8,,,,BSU,,
CS95-160,180.8,312.7,,,,Frag,Greywacke,
CS95-160,312.7,326.7,,,,GW,Greywacke,
CS95-160,326.7,404.9,,,,Frag,Greywacke,
CS95-161,2.0,75.6,,,,GW,Greywacke,
CS95-162,2.3,9.0,,,,Dio,,
CS95-162,9.0,40.1,,,,GW,Greywacke,
CS95-162,40.1,47.6,,,,Dio,,
CS95-162,47.6,57.9,,,,GW,Greywacke,
CS95-162,57.9,59.0,,,,Dio,,
CS95-162,59.0,115.2,,,,GW,Greywacke,
CS95-163,2.3,2.7,,,,Silt,Greywacke,
CS95-163,2.7,2.9,,,,Dio,,
CS95-163,2.9,9.9,,,,Chl,,
CS95-163,9.9,11.7,,,,Silt,Greywacke,
CS95-163,11.7,14.0,,,,Dio,,
CS95-163,14.0,32.6,,,,GW,Greywacke,
CS95-163,32.6,35.2,,,,Dio,,
CS95-163,35.2,106.1,,,,GW,Greywacke,
CS95-164,2.1,6.4,,,,Silt,Greywacke,
CS95-164,6.4,14.5,,,,Dio,,
CS95-164,14.5,118.3,,,,GW,Greywacke,
CS95-165,2.3,43.4,,,,GW,Greywacke,
CS95-165,43.4,71.0,,,,Dio,,
CS95-165,71.0,100.2,,,,GW,Greywacke,
CS95-165,100.2,107.8,,,,Dio,,
CS95-165,107.8,148.8,,,,GW,Greywacke,
CS95-166,2.0,8.4,,,,Silt,Greywacke,
CS95-166,8.4,11.1,,,,Dio,,
CS95-166,11.1,54.8,,,,Silt,Greywacke,
CS95-166,54.8,142.7,,,,Dio,,
CS95-167,2.1,10.4,,,,GW,Greywacke,
CS95-167,10.4,17.1,,,,Dio,,
CS95-167,17.1,19.3,,,,GW,Greywacke,
CS95-167,19.3,19.9,,,,Dio,,
CS95-167,19.9,49.8,,,,GW,Greywacke,
CS95-167,49.8,63.6,,,,Dio,,
CS95-167,63.6,68.5,,,,GW,Greywacke,
CS95-167,68.5,115.2,,,,Dio,,
CS95-168,1.7,32.7,,,,GW,Greywacke,
CS95-168,32.7,33.6,,,,Dio,,
CS95-168,33.6,75.6,,,,GW,Greywacke,
CS95-169,1.7,100.0,,,,GW,Greywacke,
CS95-169,100.0,103.9,,,,Dio,,
CS95-169,103.9,112.2,,,,GW,Greywacke,
CS95-170,2.3,103.0,,,,GW,Greywacke,
CS95-171,4.6,89.5,,,,GW,Greywacke,
CS95-171,89.5,89.8,,,,GW Lamp,Greywacke,
CS95-171,89.8,143.4,,,,GW,Greywacke,
CS95-171,143.4,146.5,,,,GW Dio,,
CS95-171,146.5,147.8,,,,GW,Greywacke,
CS95-171,147.8,163.6,,,,GW Dio,,
CS95-171,163.6,166.5,,,,GW Lamp,Greywacke,
CS95-171,166.5,174.6,,,,GW,Greywacke,
CS95-171,174.6,178.5,,,,GW Lamp,Greywacke,
CS95-171,178.5,316.5,,,,GW,Greywacke,
CS95-172,2.4,60.5,,,,GW,Greywacke,
CS95-172,60.5,86.2,,,,GW Dio,,
CS95-172,86.2,87.6,,,,GW Lamp,Greywacke,
